molecule_chembl_id,canonical_smiles,activity_comment
CHEMBL2415066,COC(=O)c1c(C(F)(F)F)[n+]([O-])c2ccc(C)cc2[n+]1[O-],Toxic
CHEMBL2415064,COC(=O)c1c(C(F)(F)F)[n+]([O-])c2ccccc2[n+]1[O-],Toxic
CHEMBL2419044,Cc1ccccc1N1CC(C)(C)N([C@H]2CNC[C@@H](C(=O)N[C@H](CC(C)C)c3ccc(F)cn3)C2)CC1=O.O=C(O)/C=C/C(=O)O,Non-toxic
CHEMBL2425614,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(O)c(N)c(F)c3)[C@@H]2O)c1,Non-toxic
CHEMBL1232461,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,Non-toxic
CHEMBL2441575,Nc1nc(C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F)cs1,Non-toxic
CHEMBL2441636,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)C1CCOCC1,Non-toxic
CHEMBL3086078,Cc1c(Cc2cccc(NS(N)(=O)=O)c2F)c(=O)oc2cc(OC(=O)N(C)C)c(F)cc12,Non-toxic
CHEMBL3092130,Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,Non-toxic
CHEMBL2442495,Cc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,Non-toxic
CHEMBL3092360,Cc1nc(N)sc1-c1nc(N2CCCC(O)C2)no1,Non-toxic
CHEMBL2204791,CC(=O)Nc1nc(C)c(-c2cnc(C(C)(C)C)o2)s1,Non-toxic
CHEMBL3092376,CC(=O)Nc1nc(C)c(-c2nc(N3CCCC(O)C3)no2)s1,Non-toxic
CHEMBL3092366,Cc1nc(N)sc1-c1nc(C(C)(C)C)no1,Non-toxic
CHEMBL3092364,Cc1nc(N)sc1-c1cnc(C(C)(C)C)o1,Toxic
CHEMBL3092365,CC(=O)Nc1nc(C)c(-c2nc(C(C)(C)C)no2)s1,Non-toxic
CHEMBL530733,OC(CNC1CCCCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,Non-toxic
CHEMBL3110076,CCOc1ccc(N2CCN(c3noc(C4(NC(C)=O)CCC4)n3)[C@@H](C)C2)c(C)c1,Non-toxic
CHEMBL3112941,O=C(Nc1ccc(-n2nccn2)nc1)N1CC2(CCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)CC2)C1,Toxic
CHEMBL3112939,O=C(Nc1ccc(-n2nccn2)nc1)N1CCC2(CC1)CN(Cc1cccc(Oc3ccc(Cl)cc3)c1)C2,Toxic
CHEMBL2403888,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,Non-toxic
CHEMBL3125013,CN(C)CCOC(=O)c1c(-c2ccc[nH]c2=O)c2c3occc3c(F)cc2n1Cc1cc2c(=O)[nH]cnc2cc1F.Cl,Non-toxic
CHEMBL3125026,O=C(O)c1c(-c2ccc[nH]c2=O)c2c3occc3c(F)cc2n1Cc1cc2c(=O)[nH]cnc2cc1F,Non-toxic
CHEMBL2147578,Nc1ccc(/C=C/c2ccc(NC(=O)[C@@H]3CCCN3C(=O)Cc3ccccc3)cc2)cc1,Toxic
CHEMBL1672955,O=C(Nc1ccc(/C=C/c2ccc(NC(=O)[C@@H]3CCCN3C(=O)Cc3ccccc3)cc2)cc1)[C@@H]1CCCN1C(=O)Cc1ccccc1,Non-toxic
CHEMBL3127174,CC1CCN(c2nn(-c3nc(C(=O)O)cs3)c3ccccc23)CC1,Toxic
CHEMBL3127173,O=C(O)c1csc(-n2nc(N3CCCCC3)c3ccccc32)n1,Toxic
CHEMBL3127163,O=C(O)c1csc(-n2nc(-c3ccccc3)c3ccc(C(F)(F)F)cc32)n1,Non-toxic
CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,Non-toxic
CHEMBL3126382,CC(=O)O.O=S(=O)(c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1)C1CCCC1,Non-toxic
CHEMBL3126380,O=S(=O)(O)c1ccc(-c2ccccc2)cc1.O=S(=O)(c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1)C1CCCC1,Non-toxic
CHEMBL3124968,CC(C)N1CCN(C(=O)[C@H]2CC23CCN(C2CCOCC2)CC3)CC1,Non-toxic
CHEMBL3219111,Cn1ccc(N)n1,Toxic
CHEMBL3219112,CCn1ccc(N)n1,Toxic
CHEMBL3219113,CC(C)n1ccc(N)n1,Toxic
CHEMBL3217770,Nc1cc[nH]n1,Non-toxic
CHEMBL344760,Nc1nccs1,Non-toxic
CHEMBL47803,Cc1nsc(N)n1,Non-toxic
CHEMBL3219114,Cc1cnc(N)cn1,Non-toxic
CHEMBL3221637,CC(C)N1CCC(Oc2ccc(C3(C(N)=O)CCOCC3)cc2)CC1,Non-toxic
CHEMBL3222257,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)c(F)c1)CCO2,Non-toxic
CHEMBL3222259,Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)c(F)c1)CCO2,Non-toxic
CHEMBL3222262,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3F)cc1)CCO2,Toxic
CHEMBL3219042,CS(=O)(=O)Nc1cc([C@@H](O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccc(O)c(Cl)c3)CC2)ccc1O,Non-toxic
CHEMBL3220543,CSc1nc(N2C[C@H]3[C@@H](C2)[C@@H]3C(=O)O)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2,Non-toxic
CHEMBL1797269,Cc1cc2ccccc2c2ccc3ccccc3c12,Toxic
CHEMBL3230486,Cc1cc2ccccc2c2c(C)cc3ccccc3c12,Toxic
CHEMBL3230487,OCc1cc2ccccc2c2ccc3ccccc3c12,Non-toxic
CHEMBL3230488,CC(=O)OCc1cc2ccccc2c2ccc3ccccc3c12,Non-toxic
CHEMBL3230489,COC(=O)c1cc2ccccc2c2ccc3ccccc3c12,Non-toxic
CHEMBL3230490,OCc1cc2ccccc2c2ccc3c(c12)CCCC3,Non-toxic
CHEMBL3230491,COC(=O)c1cc2ccccc2c2ccc3c(c12)CCCC3,Non-toxic
CHEMBL3230493,Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,Toxic
CHEMBL3230492,O=c1oc2cccc3ccc4c5ccccc5cc1c4c32,Non-toxic
CHEMBL1563,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,Toxic
CHEMBL3230539,COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,Non-toxic
CHEMBL3235164,COCCOCn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(-c3ncccc3C)c2)n1,Non-toxic
CHEMBL3236549,CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1,Non-toxic
CHEMBL2105762,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,Non-toxic
CHEMBL3249391,CCN(CC)/C(C)=N/c1ccc2c(c1)C(=O)c1ccc(/N=C(\C)N(CC)CC)cc1C2=O,Non-toxic
CHEMBL3249395,C/C(=N\c1ccc2c(c1)C(=O)c1ccc(/N=C(\C)N(C)C)cc1C2=O)N(C)C,Non-toxic
CHEMBL3249782,CN(C)/C(=N/c1ccc2c(c1)C(=O)c1ccc(/N=C(\c3ccc(Cl)cc3)N(C)C)cc1C2=O)c1ccc(Cl)cc1,Non-toxic
CHEMBL3249785,CN(C)/C(=N/c1ccc2c(c1)C(=O)c1ccc(/N=C(\C3CCC3)N(C)C)cc1C2=O)C1CCC1,Non-toxic
CHEMBL3249788,CN(C)/C(=N/c1ccc2c(c1)C(=O)c1ccc(/N=C(\C3CC3)N(C)C)cc1C2=O)C1CC1,Non-toxic
CHEMBL3245361,CC(=O)/C=C(\c1ccccc1)c1c(O)c2ccccc2oc1=O,Non-toxic
CHEMBL93385,O=[N+]([O-])c1ccc(Nc2ccc(N=C=S)cc2)cc1,Non-toxic
CHEMBL3248479,O=C=Nc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,Toxic
CHEMBL3248451,O=C(O)[C@@H]1CCCN1[N+](=O)[O-],Non-toxic
CHEMBL3248493,O=C(O)C1CCCCN1[N+](=O)[O-],Non-toxic
CHEMBL3248494,CN(CC(=O)O)[N+](=O)[O-],Toxic
CHEMBL3247990,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1.Cl,Non-toxic
CHEMBL3247991,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1.Cl,Non-toxic
CHEMBL3247995,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCCCC2)[C@H](O)[C@H](C)O1.Cl,Non-toxic
CHEMBL3247999,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](NCc2ccccc2)[C@H](O)[C@H](C)O1.Cl,Non-toxic
CHEMBL3248001,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(Cc2ccccc2)Cc2ccccc2)[C@H](O)[C@H](C)O1.Cl,Non-toxic
CHEMBL3248002,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)O)C[C@@H]3O[C@H]1C[C@H](N(Cc2ccccc2)Cc2ccccc2)[C@H](O)[C@H](C)O1.Cl,Non-toxic
CHEMBL596282,C=CCNC(=S)N/N=C/C=C/c1ccc([N+](=O)[O-])s1,Toxic
CHEMBL3260051,C=CCN1C(=O)CS/C1=N\N=C\C=C\c1cccs1,Toxic
CHEMBL596283,C=CCNC(=S)N/N=C/C=C/c1cccs1,Non-toxic
CHEMBL3260111,C=CCn1c(-c2ccc(OC)cc2)cs/c1=N\N=C\C=C\c1ccco1,Non-toxic
CHEMBL3260113,Br.C=CCn1c(-c2ccc(Br)cc2)cs/c1=N\N=C\C=C\c1ccco1,Non-toxic
CHEMBL3260114,Br.C=CCn1c(-c2ccc([N+](=O)[O-])cc2)cs/c1=N\N=C\C=C\c1ccco1,Toxic
CHEMBL3260044,C=CCNC(=S)N/N=C/C=C/C=C/c1cccs1,Non-toxic
CHEMBL3260048,C=CCN1C(=O)CS/C1=N\N=C\C=C\c1ccc([N+](=O)[O-])s1,Non-toxic
CHEMBL3350350,C=CCn1c(C)csc1=N/N=C/c1ccc([N+](=O)[O-])s1,Non-toxic
CHEMBL3260054,C=CCn1c(C)cs/c1=N\N=C\c1ccc([N+](=O)[O-])s1,Non-toxic
CHEMBL3260076,CC(=O)N(C1=NN(C(C)=O)C(c2ccc([N+](=O)[O-])s2)S1)c1ccccc1,Non-toxic
CHEMBL3260056,C=CCn1c(C)cs/c1=N\N=C\C=C\c1cccs1,Non-toxic
CHEMBL3260067,C=CCn1c(-c2ccc([N+](=O)[O-])cc2)cs/c1=N\N=C\C=C\c1ccc([N+](=O)[O-])s1,Toxic
CHEMBL3260110,C=CCn1c(-c2ccc(N)cc2)cs/c1=N\N=C\C=C\c1ccco1,Non-toxic
CHEMBL3260073,Br.C=CCn1c(-c2ccc(Cl)cc2)cs/c1=N\N=C\C=C\C=C\c1cccs1,Non-toxic
CHEMBL3260079,C=CCNc1nnc(-c2ccc([N+](=O)[O-])s2)s1,Non-toxic
CHEMBL3260096,C=CCn1c(C)cs/c1=N/N=C/C=C/c1ccco1,Non-toxic
CHEMBL3260097,Br.C=CCn1c(-c2ccccc2)cs/c1=N\N=C\C=C\c1ccco1.O,Non-toxic
CHEMBL3260112,Br.C=CCn1c(-c2ccc(Cl)cc2)cs/c1=N\N=C\C=C\c1ccco1.O,Non-toxic
CHEMBL3260115,Br.C=CCn1c(-c2ccc3ccccc3c2)cs/c1=N\N=C\C=C\c1ccco1,Non-toxic
CHEMBL3259928,COc1cc(C(F)(F)F)cc(SC)c1C(=O)N[C@@]1(c2ccccc2)CCCN(C)C1,Non-toxic
CHEMBL3262028,COCCn1cc(-c2c(C)nc3c(N4CCOCC4)nccn23)cn1,Non-toxic
CHEMBL3277794,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)N[C@H]1[C@H](CO)O[C@H](Nc2ncnc3[nH]cnc23)[C@@H](O)[C@@H]1O,Non-toxic
CHEMBL3277798,CCCCCCCCCCCC(=O)NCC(=O)N[C@H]1[C@H](CO)O[C@H](Nc2ncnc3[nH]cnc23)[C@@H](O)[C@@H]1O,Non-toxic
CHEMBL3277800,CCCCCC(=O)NCC(=O)N[C@H]1[C@H](C)O[C@H](Nc2ncnc3[nH]cnc23)[C@@H](O)[C@@H]1O,Non-toxic
CHEMBL3277805,CC(C)CCCCCCCCCCCCC(=O)N[C@H]1[C@H](C)O[C@H](Nc2ncnc3[nH]cnc23)[C@@H](O)[C@@H]1O,Non-toxic
CHEMBL1200398,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,Non-toxic
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,Non-toxic
CHEMBL1028,CCNCC(=O)Nc1c(C)cccc1C,Non-toxic
CHEMBL3278063,CCN(CC)CC(=O)N(O)c1c(C)cccc1C,Non-toxic
CHEMBL3278064,CCNCC(=O)N(O)c1c(C)cccc1C,Non-toxic
CHEMBL1340793,Cc1cccc(C)c1N,Non-toxic
CHEMBL3278068,Cc1cccc(C)c1NO,Non-toxic
CHEMBL2031678,C[C@]1(O)[C@H](c2ccc3c(N)ncnn23)O[C@H](CO)[C@H]1O,Non-toxic
CHEMBL3354553,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)N2CCS(=O)(=O)CC2)no1,Non-toxic
CHEMBL3354952,CC(C)(CO)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1C[C@H]1C[C@@H]21,Non-toxic
CHEMBL3358920,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,Non-toxic
CHEMBL3325809,CCCC(=O)c1cnn(-c2ccc(N)cc2)c1C,Toxic
CHEMBL3325810,CCCC(=O)c1cnn(-c2ccc(N)nn2)c1C,Non-toxic
CHEMBL3325811,CCCC(=O)c1cnn(-c2ccc(N)nc2)c1C,Non-toxic
CHEMBL3325812,CCCC(=O)c1cnn(-c2ccc(N)cn2)c1C,Non-toxic
CHEMBL3325813,CCCC(=O)c1cnn(-c2cnc(N)cn2)c1C,Non-toxic
CHEMBL3325814,CCCC(=O)c1cnn(-c2cnc(N)s2)c1C,Non-toxic
CHEMBL3325815,CCCC(=O)c1cnn([C@H]2CC[C@H](N)CC2)c1C,Non-toxic
CHEMBL3325816,CCCC(=O)c1cnn(C2CCN(N)CC2)c1C,Non-toxic
CHEMBL3325817,CCCC(=O)c1cnn(-c2ccc(O)cc2)c1C,Non-toxic
CHEMBL3325818,CCCC(=O)c1cnn(-c2ccc(N)c(C#N)c2)c1C,Non-toxic
CHEMBL3325819,CCCC(=O)c1cnn(-c2ccc(N)c(C(=O)O)c2)c1C,Non-toxic
CHEMBL3325453,CCCC(=O)c1cnn(-c2ccc(N)c(Cl)c2)c1C,Non-toxic
CHEMBL3325889,CCCC(=O)c1cnn(-c2ccc(N)c(C(N)=O)c2)c1C,Non-toxic
CHEMBL3325890,CCCC(=O)c1cnn(-c2ccc3c(c2)OCCN3)c1C,Non-toxic
CHEMBL3325900,CCCC(=O)c1cnn(-c2ccc(N)c(C(=O)N(C)C)c2)c1C,Non-toxic
CHEMBL3337527,CCCCn1ccc(N2CCC(c3ccccc3)CC2)c(Cl)c1=O,Non-toxic
CHEMBL3321835,CN(c1ncnc2c(-c3ccc(S(C)(=O)=O)cc3F)csc12)C1CCN(C(=O)OC(C)(C)C)CC1,Non-toxic
CHEMBL3323181,CN1Cc2cc(N3CCOCC3)ccc2[C@@H](c2ccc3sccc3c2)C1,Non-toxic
CHEMBL3318957,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O,Non-toxic
CHEMBL3341815,COC(=O)N[C@H](C(=O)N1CCC[C@@H]1c1ncc(C#CC#Cc2ccc(-c3cnc([C@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]3)cc2)[nH]1)C(C)C.Cl,Non-toxic
CHEMBL3358006,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1,Non-toxic
CHEMBL3355225,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,Non-toxic
CHEMBL3330442,O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3OC[C@@H]12)c1ccc(Cl)s1,Non-toxic
CHEMBL3329696,Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N,Non-toxic
CHEMBL3337695,COc1cccc(S(=O)(=O)N2CCCc3cc(Cc4cccnc4)ccc32)c1,Non-toxic
CHEMBL3393498,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)[C@H]2c1cccc(Oc2nc3ccccc3[nH]2)c1,Non-toxic
CHEMBL3400955,CCOc1nc(N)ccc1/C=C/C(=O)O,Non-toxic
CHEMBL3400956,CCOc1nc(N)cnc1/C=C/C(=O)O,Non-toxic
CHEMBL3301626,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,Non-toxic
CHEMBL3410207,C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1,Non-toxic
CHEMBL3416994,CCN(CCCl)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,Toxic
CHEMBL3416951,Cc1ccc(-c2cc3nc(NC(C)(C)C)[nH]c(=O)c3s2)cc1,Non-toxic
CHEMBL3416958,Cc1ccc(-c2cc3nc(NC(C)C)[nH]c(=O)c3s2)cc1,Non-toxic
CHEMBL3416970,CC(C)(C)Nc1nc2cc(-c3ccc(Cl)cc3)sc2c(=O)[nH]1,Non-toxic
CHEMBL31184,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,Toxic
CHEMBL3415600,Cc1cc(C)n2c(=O)c3ncc(N[C@@H]4CCCC[C@@H]4N)cc3nc2c1,Non-toxic
CHEMBL3415601,Cc1cc(C)nc(Nc2cc(N)cnc2C(N)=O)c1,Non-toxic
CHEMBL3415602,Cc1cc(C)nc(Nc2cc(NC(C)c3ncc[nH]3)cnc2C(N)=O)c1,Toxic
CHEMBL3415603,Cc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3O)cnc2C(N)=O)c1,Non-toxic
CHEMBL3415599,COc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(N)=O)c1,Toxic
CHEMBL3415604,Cc1cc(CCC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)n1,Non-toxic
CHEMBL3415605,Cc1cc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(N)=O)nc(C)c1-c1cnn(C)c1,Non-toxic
CHEMBL3415609,NC(=O)c1ncc(N[C@@H]2CS(=O)(=O)CC[C@@H]2N)nc1-c1cc2ccccc2[nH]1,Non-toxic
CHEMBL3415606,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)cc1Nc1cccc(-n2nccn2)n1,Toxic
CHEMBL3415607,CC(C)c1cccc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(N)=O)n1,Toxic
CHEMBL3586032,CC(=O)N1[C@@H]2C=C(c3cnc(NCc4ccc5c(c4)OCC5)c(C(=O)NC[C@H]4COc5ccccc5O4)c3)C[C@H]1CC2,Non-toxic
CHEMBL3601377,COc1ccc(COc2cnn(CC(=O)c3ccc(CN(C)C)cc3C)c(=O)c2)nc1,Non-toxic
CHEMBL3603923,N#Cc1cc(Cl)cc(-c2cc(-c3ccc(F)cn3)ncn2)c1,Non-toxic
CHEMBL3608680,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,Non-toxic
CHEMBL3613921,O=c1[nH]c(=O)n(Cc2cccc3ccccc23)nc1O,Non-toxic
CHEMBL3622203,C[C@@H](Oc1nc(-c2cnn(C(F)F)c2)cc2ncsc12)[C@H]1CNC(=O)O1,Non-toxic
CHEMBL3622956,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,Non-toxic
CHEMBL3622957,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC[C@@H](O)C1,Non-toxic
CHEMBL3622958,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C)c(C)n4C)n2)cc1CN1CC(O)C1,Non-toxic
CHEMBL3545215,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,Non-toxic
CHEMBL3629360,O=c1ccc2c([C@@H](O)CNCCc3ccc(CCN4CCC(Cn5cnc([C@](O)(c6ccccc6)C6CCCCC6)n5)CC4)cc3)ccc(O)c2[nH]1,Non-toxic
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,Non-toxic
CHEMBL3736433,CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,Non-toxic
CHEMBL3736156,CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1,Non-toxic
CHEMBL3740099,COc1cc(N2C(=O)N(Cc3c(F)cc(F)cc3F)c3ncccc3S2(=O)=O)cnc1OC,Non-toxic
CHEMBL3740684,Cc1cc(F)c(-c2ccnn(C)c2=O)cc1NC(=O)C1=CN(C)C(=O)C[C@H]1c1ccc(F)cc1,Non-toxic
CHEMBL3741076,CN1C=C(C(=O)Nc2cc(-c3ccn[nH]c3=O)ccc2F)[C@H](c2ccc(F)cc2)CC1=O,Non-toxic
CHEMBL3739741,COC[C@H](O)Cn1c(=O)cnn(-c2ccc(C)c(NC(=O)C3=CN(C)C(=O)C[C@H]3c3ccc(F)cc3)c2)c1=O,Non-toxic
CHEMBL3741681,Cc1ccc(-n2ccccc2=O)cc1NC(=O)C1=CN(C)C(=O)N[C@H]1c1ccc(F)cc1,Non-toxic
CHEMBL3739648,Cc1ccc(-c2ccnn(C)c2=O)cc1NC(=O)C1=CN(C)C(=O)C[C@H]1c1ccc(F)cc1,Toxic
CHEMBL3740130,Cc1ccc(-c2ccn[nH]c2=O)cc1NC(=O)C1=CN(C)C(=O)C[C@H]1c1ccc(F)cc1,Toxic
CHEMBL3740645,Cc1ccc(-c2ccnn(CCO)c2=O)cc1NC(=O)C1=CN(C)C(=O)C[C@H]1c1ccc(F)cc1,Non-toxic
CHEMBL3740255,Cc1ccc(-n2ncccc2=O)cc1NC(=O)C1=CN(C)C(=O)C[C@H]1c1ccc(F)cc1,Non-toxic
CHEMBL3740047,Cc1cc(Cl)c(OCCO)cc1N,Toxic
CHEMBL3741206,COCCN1CCN(C(=O)c2sc3c([N+](=O)[O-])cc(C(F)(F)F)cc3[n+]2[O-])CC1,Toxic
CHEMBL3742347,O=C(c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-])N1CCCCC1,Toxic
CHEMBL3742294,O=[N+]([O-])c1cc(C(F)(F)F)cc2c1sc(C1=NCCO1)[n+]2[O-],Toxic
CHEMBL3742122,COCCN1CCN(C(=O)c2nc3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)CC1,Toxic
CHEMBL3739934,O=C(c1nc2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1)N1CCCCC1,Toxic
CHEMBL3741545,COCCN1CCN(C(=O)c2nc3cc(C(F)(F)F)c(C)c([N+](=O)[O-])c3s2)CC1,Non-toxic
CHEMBL3739479,Cc1c(C(F)(F)F)cc2nc(C(=O)N3CCCCC3)sc2c1[N+](=O)[O-],Non-toxic
CHEMBL3741929,O=[N+]([O-])c1cc(C(F)(F)F)cc2nc(C3=NCCO3)sc12,Toxic
CHEMBL3741511,Cc1c(C(F)(F)F)cc2nc(C3=NCCO3)sc2c1[N+](=O)[O-],Non-toxic
CHEMBL3739863,O=C([C@@H]1COC(c2nc3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)=N1)N1CCCC1,Toxic
CHEMBL3739831,Cc1c(C(F)(F)F)cc2nc(C3=N[C@H](C(=O)N4CCCC4)CO3)sc2c1[N+](=O)[O-],Non-toxic
CHEMBL3739940,COCc1nc2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1,Non-toxic
CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,Non-toxic
CHEMBL3695713,Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1,Non-toxic
CHEMBL3746293,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ccccc2s1,Non-toxic
CHEMBL3746457,O=C1c2cc(COc3ccccc3)nn2CCN1c1ccc(F)cn1,Toxic
CHEMBL3754515,Nc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cn1,Toxic
CHEMBL3754123,Nc1ncc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cn1,Non-toxic
CHEMBL3753839,O=S1(=O)CCCN1CC(O)Cn1c2ccccc2c2ccccc21,Non-toxic
CHEMBL3758349,CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,Non-toxic
CHEMBL3763201,O=C(Cc1ccc(F)c(Cl)c1)Nc1cnc(C(=O)NO)c(O)c1CO,Non-toxic
CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,Non-toxic
CHEMBL3769933,Cc1c2c(nn1-c1nnc(-c3ccc(OC(C)C)c(Cl)c3)s1)CCN(CCC(=O)O)C2,Non-toxic
CHEMBL3774937,O=C(/C=C/c1c(-c2ccccc2)no[n+]1[O-])c1ccc2ccccc2c1,Non-toxic
CHEMBL3775702,O=C(/C=C/c1ccc2c(c1)no[n+]2[O-])c1ccccc1,Toxic
CHEMBL3775822,O=C(/C=C/c1c(-c2ccccc2)no[n+]1[O-])c1ccccc1,Non-toxic
CHEMBL3774816,Cc1c(/C=C/C(=O)c2ccccc2)no[n+]1[O-],Non-toxic
